"","Customer_ID","Credit_Amount","Purpose_Credit_Taken","Duration_in_Months","Status_Checking_Accnt","Credit_History","Job_Status","Years_At_Present_Employment","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Age","Housing","Num_Credits","Num_Dependents","Foreign_Worker","Default_On_Payment","Dummy_Job_Status_A171","Dummy_Job_Status_A172","Dummy_Job_Status_A173","Dummy_Purpose_Credit_Taken_Low","Dummy_Purpose_Credit_Taken_High","Dummy_Status_Checking_Accnt_High","Dummy_Status_Checking_Accnt_Medium","Dummy_Credit_History_High","Dummy_Credit_History_Low","Dummy_Years_At_Present_Employment_High","Dummy_Years_At_Present_Employment_Medium","Dummy_Marital_Status_Gender","Dummy_Other_Debtors_Guarantors","Dummy_Housing","Dummy_Foreign_Worker","Dummy_Age_Group","Dummy_Credit_Amount","Dummy_Current_Address_Yrs","Predicted_Probability"
"1283","C16283",753,"P43",6,"S12","A32","A173","E73","A92","A103",3,64,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.125127199740904
"3920","C18920",3777,"P42",24,"S14","A34","A173","E73","A93","A101",4,50,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0862113939182156
"2415","C17415",1175,"P40",16,"S12","A34","A171","E71","A93","A101",3,68,"A153",3,1,"A201",0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0.340489907131043
"2170","C17170",3931,"P40",48,"S11","A32","A173","E74","A93","A101",4,46,"A153",1,2,"A201",1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0.763098741713177
"1568","C16568",766,"P43",12,"S12","A32","A172","E73","A93","A101",3,66,"A152",1,1,"A201",1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.185631490468526
"1305","C16305",7432,"P40",36,"S12","A33","A173","E73","A92","A101",2,54,"A151",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0.640849064300919
"3299","C18299",1884,"P40",12,"S14","A32","A174","E75","A93","A101",4,39,"A152",1,1,"A201",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.110305290232065
"171","C15171",1901,"P43",24,"S14","A32","A174","E73","A93","A101",4,29,"A151",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.125375467595293
"4756","C19756",2186,"P42",15,"S14","A32","A172","E74","A92","A101",4,33,"A151",1,1,"A201",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.209655877134545
"4098","C19098",4623,"P46",15,"S14","A32","A174","E73","A93","A101",2,40,"A152",1,1,"A201",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.120493858525528
"2845","C17845",4530,"P43",30,"S14","A34","A174","E74","A92","A101",4,26,"A151",1,1,"A201",0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0.109259370332457
"2790","C17790",2606,"P43",21,"S11","A32","A174","E72","A92","A101",4,28,"A151",1,1,"A201",0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.59995470753456
"1418","C16418",7814,"P41",24,"S14","A32","A174","E74","A93","A101",3,38,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.0922732073318229
"2260","C17260",707,"P43",12,"S14","A32","A173","E73","A93","A101",2,30,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0638255324815497
"559","C15559",1795,"P43",18,"S12","A34","A172","E75","A92","A103",4,48,"A151",2,1,"A201",0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0.133055319178189
"3196","C18196",6229,"P42",36,"S11","A34","A172","E72","A92","A102",4,23,"A151",2,1,"A201",1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.696353399720657
"3610","C18610",2775,"P40",18,"S14","A34","A173","E74","A93","A101",2,31,"A152",2,1,"A201",1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0.071722489173589
"831","C15831",1591,"P42",21,"S14","A33","A174","E74","A93","A101",3,34,"A152",2,1,"A201",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.143314138910187
"3135","C18135",4455,"P49",36,"S12","A33","A174","E73","A91","A101",2,30,"A152",2,1,"A201",1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.558565765564914
"2426","C17426",760,"P43",8,"S12","A32","A172","E74","A92","A103",2,44,"A152",1,1,"A201",0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.132599074652591
"3894","C18894",5711,"P41",36,"S14","A34","A174","E75","A93","A101",2,38,"A152",2,1,"A201",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0.0718001806269258
"646","C15646",1049,"P42",18,"S11","A34","A173","E72","A92","A101",4,21,"A151",1,1,"A201",0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0.557446302469216
"4915","C19915",2366,"P40",12,"S12","A34","A174","E74","A91","A101",3,36,"A152",1,1,"A201",0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.225097445953233
"3548","C18548",3609,"P49",48,"S14","A31","A173","E73","A92","A101",1,27,"A152",1,1,"A201",0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0.504919875912734
"3533","C18533",3972,"P42",24,"S14","A32","A173","E74","A92","A101",4,25,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.263587169048441
"4740","C19740",3804,"P43",36,"S12","A30","A173","E73","A92","A101",1,42,"A152",1,1,"A201",1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0.557050023755356
"4763","C19763",4657,"P41",15,"S14","A32","A173","E73","A93","A101",2,30,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.070058972687681
"4859","C19859",1595,"P43",6,"S14","A32","A173","E74","A93","A101",2,51,"A152",1,2,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0528811314959595
"1580","C16580",2779,"P41",18,"S12","A32","A173","E73","A94","A101",3,21,"A151",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0.281868483839882
"1695","C16695",6761,"P40",18,"S14","A32","A173","E73","A93","A101",4,68,"A151",2,1,"A201",1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.175927124975663
"377","C15377",2728,"P43",15,"S12","A34","A173","E74","A93","A103",2,35,"A152",3,1,"A201",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.0669298240600406
"657","C15657",1819,"P46",36,"S14","A32","A173","E73","A93","A101",4,37,"A153",1,1,"A201",1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0.279891326240207
"4496","C19496",1478,"P43",9,"S14","A32","A173","E74","A93","A101",2,22,"A152",1,1,"A201",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0581120496264644
"4890","C19890",1168,"P40",12,"S11","A32","A172","E73","A94","A101",3,27,"A152",1,1,"A201",0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0.407975552284858
"1683","C16683",2522,"P43",30,"S11","A32","A173","E75","A93","A103",3,39,"A152",1,2,"A201",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.277961474619713
"1232","C16232",11590,"P41",48,"S14","A34","A172","E73","A92","A101",4,24,"A151",2,1,"A201",1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.182553780895861
"2270","C17270",7238,"P43",48,"S14","A33","A173","E75","A93","A101",3,32,"A152",2,2,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.184331573193986
"4259","C19259",362,"P40",6,"S14","A34","A172","E73","A92","A101",4,52,"A152",2,1,"A201",0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0664259560930571
"3873","C18873",1371,"P40",24,"S11","A32","A173","E73","A92","A101",4,25,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.665494948733669
"178","C15178",3416,"P43",27,"S11","A32","A174","E73","A93","A101",2,27,"A152",1,1,"A201",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.384370337663197
"4568","C19568",6761,"P40",6,"S14","A34","A174","E74","A93","A101",3,45,"A152",2,2,"A201",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0.0492666945196244
"4066","C19066",931,"P40",6,"S12","A31","A172","E72","A92","A101",1,32,"A152",1,1,"A201",1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0.56066393958226
"2611","C17611",1278,"P43",24,"S14","A32","A174","E75","A93","A101",1,36,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0655590087466866
"248","C15248",1275,"P49",24,"S13","A34","A173","E73","A91","A101",4,36,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.114686042913361
"4682","C19682",3446,"P42",36,"S11","A32","A173","E75","A93","A101",2,42,"A152",1,2,"A201",1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.605056033985848
"4618","C19618",1238,"P48",6,"S14","A32","A174","E71","A93","A101",4,36,"A152",1,2,"A201",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0779814834325773
"2053","C17053",1297,"P43",12,"S13","A32","A173","E73","A94","A101",4,23,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.087708508835187
"1816","C16816",836,"P40",12,"S12","A32","A172","E72","A92","A101",2,23,"A152",1,1,"A201",1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0.462995180513842
"2517","C17517",1864,"P46",18,"S14","A34","A173","E73","A92","A101",2,30,"A152",2,1,"A201",1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0959139189949413
"566","C15566",1473,"P43",18,"S14","A32","A173","E72","A94","A101",4,39,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.111983879106501
"3665","C18665",2390,"P40",12,"S14","A32","A173","E75","A93","A101",3,50,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.110305290232065
"4665","C19665",5248,"P41",21,"S14","A32","A173","E73","A93","A101",3,26,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0.0842423219804137
"2212","C17212",3590,"P42",12,"S11","A32","A172","E73","A93","A102",2,29,"A152",1,2,"A201",0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.407975552284858
"472","C15472",1299,"P40",6,"S13","A34","A171","E73","A93","A101",1,74,"A152",3,2,"A202",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0103108253494097
"4469","C19469",1318,"P40",12,"S12","A32","A173","E75","A93","A101",4,54,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.293047773292849
"1929","C16929",5804,"P41",24,"S14","A34","A173","E73","A93","A101",2,27,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0.0493213537580633
"4759","C19759",3577,"P40",9,"S14","A32","A173","E73","A93","A103",2,26,"A151",1,2,"A202",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.0250720962432785
"186","C15186",1382,"P49",24,"S11","A34","A173","E74","A93","A101",1,26,"A152",2,1,"A201",0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0.265744972178948
"3303","C18303",11328,"P50",24,"S12","A32","A174","E73","A93","A102",3,29,"A152",2,1,"A201",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0.381976234220843
"4925","C19925",1274,"P40",12,"S11","A32","A172","E72","A92","A101",1,37,"A152",1,1,"A201",1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0.497297056415847
"1139","C16139",1534,"P43",12,"S12","A32","A173","E72","A94","A101",1,23,"A151",1,1,"A201",1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0.251530593703177
"2589","C17589",3441,"P42",30,"S12","A32","A173","E73","A92","A102",4,21,"A151",1,1,"A201",1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0.593709509925408
"3816","C18816",1289,"P42",12,"S11","A32","A172","E73","A93","A103",1,21,"A152",1,1,"A201",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.209727205433455
"29","C15029",11560,"P41",24,"S12","A32","A174","E73","A92","A101",4,23,"A151",2,1,"A201",1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.396892556433756
"1415","C16415",1190,"P45",18,"S11","A34","A171","E71","A92","A101",4,55,"A153",3,2,"A201",1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0.557446302469216
"4636","C19636",685,"P40",12,"S12","A32","A172","E74","A94","A101",3,25,"A152",1,1,"A201",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0.293047773292849
"4510","C19510",1820,"P40",18,"S14","A32","A174","E73","A94","A101",2,30,"A152",1,1,"A201",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.131484434702704
"2861","C17861",1388,"P42",9,"S14","A32","A173","E73","A92","A101",2,26,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.178472570094822
"3696","C18696",1393,"P46",12,"S14","A32","A173","E75","A93","A101",4,47,"A152",3,2,"A201",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.110305290232065
"2520","C17520",2149,"P43",12,"S11","A31","A173","E73","A91","A101",1,29,"A153",1,1,"A201",1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.570103888408169
"3624","C18624",1413,"P43",24,"S14","A32","A173","E73","A94","A101",2,28,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.0922732073318229
"3041","C18041",2511,"P40",15,"S11","A32","A173","E71","A92","A101",4,23,"A151",1,1,"A201",0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.690737403701799
"554","C15554",1316,"P43",15,"S14","A34","A172","E73","A94","A101",2,47,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0370257461679233
"616","C15616",4746,"P43",45,"S12","A34","A172","E72","A93","A101",2,25,"A152",2,1,"A201",1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.345815803442264
"768","C15768",3016,"P43",12,"S13","A32","A173","E73","A94","A101",1,24,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.0449395332683648
"1738","C16738",8858,"P41",48,"S14","A34","A173","E74","A93","A101",1,35,"A153",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0.100923853429802
"350","C15350",3148,"P43",24,"S13","A34","A173","E73","A93","A101",2,31,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0493213537580633
"898","C15898",629,"P43",18,"S14","A34","A174","E75","A93","A101",3,32,"A152",2,1,"A201",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0407557644486945
"2294","C17294",1239,"P46",18,"S12","A32","A173","E73","A93","A101",4,61,"A153",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0.416492202906117
"1604","C16604",1169,"P43",18,"S14","A34","A173","E73","A93","A101",3,29,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0407557644486945
"2266","C17266",3643,"P42",15,"S11","A33","A172","E75","A92","A101",4,27,"A152",2,1,"A201",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.511142395346445
"3323","C18323",4679,"P41",24,"S14","A33","A172","E74","A93","A101",3,35,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0922732073318229
"2572","C17572",1881,"P43",12,"S13","A32","A172","E73","A92","A101",2,44,"A151",1,1,"A201",0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0.116614534125329
"4082","C19082",1512,"P45",15,"S12","A33","A173","E73","A94","A101",3,75,"A152",2,1,"A201",1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.314155526700482
"2840","C17840",7980,"P49",36,"S14","A33","A173","E72","A93","A101",4,27,"A151",2,1,"A201",1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0.370582985456203
"436","C15436",1591,"P42",21,"S14","A33","A174","E74","A93","A101",3,34,"A152",2,1,"A201",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.143314138910187
"4311","C19311",1201,"P40",24,"S12","A32","A173","E72","A93","A101",1,26,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0.392529331004056
"2375","C17375",2476,"P41",21,"S14","A32","A174","E75","A93","A101",4,46,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0842423219804137
"641","C15641",18424,"P50",48,"S12","A30","A174","E73","A92","A101",2,32,"A152",1,1,"A202",1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0.590028780026911
"3412","C18412",6560,"P40",48,"S12","A32","A173","E74","A93","A101",2,24,"A152",1,1,"A201",1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0.578775649954521
"3388","C18388",1246,"P40",24,"S12","A32","A172","E72","A93","A101",2,23,"A152",1,1,"A201",1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0.483534853956164
"1910","C16910",6199,"P43",12,"S11","A30","A173","E73","A93","A101",2,28,"A151",2,1,"A201",1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0.583225924071514
"4337","C19337",7824,"P41",28,"S14","A31","A173","E72","A93","A103",4,40,"A151",2,2,"A201",0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0.266045227580619
"4540","C19540",2241,"P40",10,"S11","A34","A172","E72","A93","A101",3,48,"A151",2,2,"A202",0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0.16995340270996
"262","C15262",3446,"P42",36,"S11","A32","A173","E75","A93","A101",2,42,"A152",1,2,"A201",1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.605056033985848
"1759","C16759",14421,"P49",48,"S12","A30","A173","E73","A93","A101",2,25,"A152",1,1,"A201",1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.782523728830962
"4302","C19302",6331,"P41",48,"S11","A34","A173","E75","A93","A101",4,46,"A153",2,1,"A201",1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0.474794536779496
"1360","C16360",3617,"P42",12,"S12","A34","A173","E75","A93","A101",4,28,"A151",3,1,"A201",0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0.22978088087814
"739","C15739",1199,"P46",9,"S12","A32","A174","E74","A92","A101",4,67,"A152",2,1,"A201",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.339967450902204
"2022","C17022",8947,"P41",36,"S14","A33","A174","E74","A93","A101",2,31,"A152",1,2,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.131617683018143
"77","C15077",1237,"P42",8,"S12","A32","A173","E73","A92","A101",4,24,"A152",1,1,"A201",1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0.332538178979237
"3084","C18084",1980,"P42",9,"S14","A32","A173","E72","A92","A102",2,19,"A151",2,1,"A201",1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0.247601353254138
"2230","C17230",1262,"P43",12,"S14","A32","A173","E73","A93","A101",2,25,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.0638255324815497
"2555","C17555",4057,"P42",24,"S12","A32","A173","E74","A91","A101",3,43,"A152",1,1,"A201",1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.459062938974264
"1866","C16866",3518,"P40",6,"S14","A32","A173","E73","A93","A103",3,26,"A151",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0.0739821491373217
"1112","C16112",1338,"P44",6,"S14","A32","A173","E73","A91","A101",4,62,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.12235634014503
"1836","C16836",3965,"P43",42,"S11","A32","A173","E72","A93","A101",3,34,"A152",1,1,"A201",1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.609109050378517
"3155","C18155",368,"P43",6,"S12","A32","A173","E75","A93","A101",4,38,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.157310239691742
"2330","C17330",1913,"P49",18,"S12","A32","A173","E72","A94","A101",3,36,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0.433984198854283
"1570","C16570",3016,"P43",12,"S13","A32","A173","E73","A94","A101",1,24,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.0449395332683648
"4826","C19826",3595,"P43",36,"S14","A32","A173","E75","A93","A101",2,28,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.131617683018143
"1267","C16267",8072,"P49",30,"S11","A30","A173","E72","A93","A101",3,25,"A152",3,1,"A201",0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0.83269054976689
"2311","C17311",1364,"P43",9,"S11","A32","A173","E74","A93","A101",4,59,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.255359828611735
"1810","C16810",1224,"P40",9,"S14","A34","A173","E73","A93","A101",1,30,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.0380182638379526
"1068","C16068",14896,"P40",6,"S11","A32","A174","E75","A93","A101",4,68,"A152",1,1,"A201",1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0.360759287574476
"2205","C17205",4576,"P41",45,"S12","A34","A173","E71","A93","A101",4,27,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.345815803442264
"918","C15918",2221,"P42",15,"S14","A32","A173","E73","A92","A101",4,20,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.209655877134545
"2157","C17157",2427,"P49",18,"S12","A33","A173","E75","A93","A101",2,42,"A152",2,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.336060911421833
"4487","C19487",1473,"P43",18,"S14","A32","A173","E72","A94","A101",4,39,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.111983879106501
"517","C15517",6579,"P41",24,"S11","A32","A174","E71","A93","A101",2,29,"A153",1,1,"A201",0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0.546883917049587
"4347","C19347",8229,"P41",36,"S11","A32","A173","E73","A93","A101",2,26,"A152",1,2,"A201",1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0.457243458297937
"2173","C17173",1493,"P43",12,"S14","A32","A173","E72","A92","A101",3,34,"A152",1,2,"A201",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.124192718555936
"592","C15592",1572,"P49",21,"S14","A32","A172","E75","A92","A101",4,36,"A152",1,1,"A201",0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0.18679379721218
"2218","C17218",2132,"P42",10,"S11","A34","A173","E72","A92","A102",3,27,"A151",2,1,"A202",0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0.219444818356808
"1692","C16692",4165,"P49",18,"S14","A30","A173","E73","A93","A101",2,36,"A152",2,2,"A201",1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0.283897132217957
"1774","C16774",12976,"P41",18,"S12","A32","A174","E71","A92","A101",4,38,"A153",1,1,"A201",1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0.449454468522069
"4465","C19465",4439,"P49",18,"S12","A32","A174","E75","A93","A102",1,33,"A152",1,1,"A201",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.258897596872192
"2849","C17849",1287,"P40",24,"S14","A34","A173","E75","A92","A101",4,37,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0.114686042913361
"1809","C16809",682,"P40",12,"S14","A34","A173","E74","A92","A101",3,51,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0.0799370288159394
"2063","C17063",781,"P40",10,"S13","A34","A173","E75","A93","A101",4,63,"A153",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.0770497215207211
"960","C15960",1953,"P49",36,"S12","A30","A174","E75","A93","A101",4,61,"A153",1,1,"A201",1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0.772886705061983
"301","C15301",2520,"P43",27,"S12","A34","A172","E73","A93","A101",2,23,"A152",2,1,"A201",1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0.1608448752195
"1548","C16548",9398,"P41",36,"S12","A32","A174","E72","A94","A101",4,28,"A151",1,1,"A201",1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0.519804726733948
"52","C15052",1449,"P49",6,"S12","A33","A173","E75","A91","A101",2,31,"A152",2,2,"A201",0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.317929361827081
"4385","C19385",2210,"P42",10,"S14","A32","A172","E73","A93","A101",2,25,"A151",1,1,"A201",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.140578302526999
"3922","C18922",1555,"P45",12,"S14","A33","A173","E75","A93","A101",4,55,"A153",2,2,"A201",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.14881588529005
"2800","C17800",3976,"P42",21,"S12","A32","A173","E74","A93","A101",3,35,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.358694877092045
"3265","C18265",2394,"P43",36,"S14","A32","A173","E73","A92","A101",4,25,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.172262330608823
